id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu,response
29503,GB,United Kingdom,Male,42.0,1976.0,,UKN,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,4.0,Only on special holy days,5.0,Town or small city,Yes,"I am a male. I am 42 years old and I was born in 1976. I am single. I am from Northern Ireland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I am currently a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Independent(s) (nir). On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.9941001534461976,2.4683315753936768,2.453768730163574,1555,12323,B.
68679,GB,United Kingdom,Female,56.0,1962.0,,UKM,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,1.0,Only on special holy days,3.0,A big city,Yes,"I am a female. I am 56 years old and I was born in 1962. I am single. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Nursing professionals. I am currently a member of a trade union. My household income is in the 9th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 9. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 1. I voted in the last general election. I voted for Scottish National Party. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0345332622528076,2.4683315753936768,2.5535712242126465,1544,12149,A.
2307,GB,United Kingdom,Female,77.0,1941.0,,UKK,None of these,"Housework, looking after children, others",Service and sales worker,Living comfortably on present income,Yes,Yes,No,5.0,At least once a month,2.0,Town or small city,Yes,"I am a female. I am 77 years old and I was born in 1941. I am single. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 14. In the last week I have mainly been housework, looking after children, others. My occupation is Door to door salespersons. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 6. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.9069604873657228,2.4683315753936768,2.2386791706085205,1434,12218,B
11096,GB,United Kingdom,Male,51.0,1967.0,Legally divorced / Civil partnership dissolved,UKF,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,7.0,Never,2.0,Town or small city,Yes,"I am a male. I am 51 years old and I was born in 1967. I am Legally divorced / Civil partnership dissolved. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Police officers. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 4. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1135026216506958,2.4683315753936768,2.7484936714172363,1405,12229,B
54669,GB,United Kingdom,Female,50.0,1969.0,None of these (NEVER married or in legally registered civil partnership),UKI,HE Access,Permanently sick or disabled,Service and sales worker,Living comfortably on present income,Yes,Yes,,5.0,More than once a week,5.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 50 years old and I was born in 1969. I am never married or in a civil partnership. I am from London. I was born in this country. I am a citizen of this country. My highest educational qualification is HE Access. I finished my full-time education at age 24. In the last week I have mainly been permanently sick or disabled. My occupation is Shop keepers. I was previously a member of a trade union but am not now. My household income is in the 6th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 3. On a scale from 0 to 10, my life satisfaction is 4. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 8. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",2.037545919418335,1.8627796173095703,2.4683315753936768,4.597957611083984,1468,12484,B
825,GB,United Kingdom,Male,54.0,1964.0,Legally divorced / Civil partnership dissolved,UKF,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,7.0,Never,2.0,Country village,Yes,"I am a male. I am 54 years old and I was born in 1964. I am Legally divorced / Civil partnership dissolved. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 19. In the last week I have mainly been paid work. My occupation is Management and organization analysts. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 7. I have felt discriminated against in the last 12 months.",1.0187729597091677,1.1135026216506958,2.4683315753936768,2.7484936714172363,1404,12381,B
18550,GB,United Kingdom,Male,63.0,1955.0,Legally divorced / Civil partnership dissolved,UKE,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Manager,Living comfortably on present income,Yes,Yes,No,7.0,Never,1.0,Farm or home in countryside,Yes,"I am a male. I am 63 years old and I was born in 1955. I am Legally divorced / Civil partnership dissolved. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 22. In the last week I have mainly been retired. My occupation is Manufacturing managers. I have never been a member of a trade union. My household income is in the 7th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3653741180896759,2.4683315753936768,0.9018644690513612,1421,12366,B
21189,GB,United Kingdom,Male,46.0,1972.0,,UKH,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Manager,Coping on present income,Yes,Yes,No,7.0,Never,4.0,Town or small city,Yes,"I am a male. I am 46 years old and I was born in 1972. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Services managers not elsewhere classified. I have never been a member of a trade union. My household income is in the 7th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 8. I have felt discriminated against in the last 12 months.",1.0187729597091677,1.0039981603622437,2.4683315753936768,2.478200435638428,1453,12238,B
59781,GB,United Kingdom,Female,83.0,1935.0,Widowed / Civil partner died,UKJ,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Professional,Living comfortably on present income,Yes,Yes,No,5.0,Never,1.0,Town or small city,Yes,"I am a female. I am 83 years old and I was born in 1935. I am Widowed / Civil partner died. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 20. In the last week I have mainly been retired. My occupation is Primary school teachers. I was previously a member of a trade union but am not now. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.4299701750278473,2.4683315753936768,1.061308979988098,1497,12464,B
60001,GB,United Kingdom,Female,31.0,1987.0,None of these (NEVER married or in legally registered civil partnership),UKH,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Service and sales worker,Living comfortably on present income,No,No,No,5.0,Only on special holy days,2.0,Suburbs or outskirts of big city,No,"I am a female. I am 31 years old and I was born in 1987. I am never married or in a civil partnership. I am from East of England. I was not born in this country. I am not a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 19. In the last week I have mainly been paid work. My occupation is Beauticians and related workers. I have never been a member of a trade union. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 4. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1496273279190063,2.4683315753936768,2.8376615047454834,1462,12301,B
28393,GB,United Kingdom,Male,47.0,1971.0,Legally divorced / Civil partnership dissolved,UKD,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Professional,Living comfortably on present income,No,No,Yes,3.0,Never,2.0,Suburbs or outskirts of big city,Not eligible to vote,"I am a male. I am 47 years old and I was born in 1971. I am Legally divorced / Civil partnership dissolved. I am from North West (England). I was not born in this country. I am not a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 22. In the last week I have mainly been paid work. My occupation is Special needs teachers. I have never been a member of a trade union. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.14066743850708,2.4683315753936768,2.815545558929444,1543,12295,B
13345,GB,United Kingdom,Male,23.0,1995.0,None of these (NEVER married or in legally registered civil partnership),UKH,None of these,"Unemployed, looking for job",prefer not to say,Living comfortably on present income,Yes,Yes,No,5.0,Once a week,1.0,Town or small city,Yes,"I am a male. I am 23 years old and I was born in 1995. I am never married or in a civil partnership. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been unemployed, looking for job. I have never been a member of a trade union. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.6489022374153137,2.4683315753936768,1.6017059087753296,1450,12298,B
24836,GB,United Kingdom,Female,35.0,1983.0,,UKI,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC","Housework, looking after children, others",Service and sales worker,Living comfortably on present income,No,Yes,No,,Less often,4.0,Town or small city,Yes,"I am a female. I am 35 years old and I was born in 1983. I am single. I am from London. I was not born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 19. In the last week I have mainly been housework, looking after children, others. My occupation is Health care assistants. I am currently a member of a trade union. My household income is in the 5th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am quite interested in politics. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 6. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.9313898086547852,2.4683315753936768,2.298978805541992,1480,12185,B
67105,GB,United Kingdom,Male,15.0,2003.0,None of these (NEVER married or in legally registered civil partnership),UKH,None of these,Education,prefer not to say,Very difficult on present income,Yes,Yes,No,5.0,Only on special holy days,4.0,Town or small city,Not eligible to vote,"I am a male. I am 15 years old and I was born in 2003. I am never married or in a civil partnership. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. In the last week I have mainly been education. I have never been a member of a trade union. I would say that we are very difficult on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 8. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.9467068910598757,2.4683315753936768,4.805118083953857,1451,12477,B
49063,GB,United Kingdom,Female,38.0,1980.0,None of these (NEVER married or in legally registered civil partnership),UKD,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,5.0,Only on special holy days,4.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 38 years old and I was born in 1980. I am never married or in a civil partnership. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I have never been a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 4. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4164467453956604,2.4683315753936768,1.0279287099838257,1443,12109,B.
9198,GB,United Kingdom,Female,30.0,1988.0,None of these (NEVER married or in legally registered civil partnership),UKH,None of these,"Housework, looking after children, others",Elementary occupation,Difficult on present income,Yes,Yes,No,1.0,Less often,4.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 30 years old and I was born in 1988. I am never married or in a civil partnership. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been housework, looking after children, others. My occupation is Kitchen helpers. I have never been a member of a trade union. My household income is in the 4th decile nationally. I would say that we are difficult on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 1. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in politicians is 6. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1496273279190063,2.4683315753936768,2.8376615047454834,1462,12169,B
6076,GB,United Kingdom,Male,30.0,1989.0,None of these (NEVER married or in legally registered civil partnership),UKJ,None of these,Paid work,"Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,3.0,Never,4.0,Country village,Yes,"I am a male. I am 30 years old and I was born in 1989. I am never married or in a civil partnership. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Gardeners, horticultural and nursery growers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.339930295944214,2.4683315753936768,3.3073923587799072,1519,12241,A
51185,GB,United Kingdom,Male,90.0,1928.0,Widowed / Civil partner died,UKJ,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Manager,Living comfortably on present income,Yes,Yes,No,8.0,Never,1.0,Town or small city,Yes,"I am a male. I am 90 years old and I was born in 1928. I am Widowed / Civil partner died. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 11. In the last week I have mainly been retired. My occupation is Manufacturing managers. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 2. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 8. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 8. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3678170144557953,2.4683315753936768,0.9078943729400636,1514,12257,B
39767,GB,United Kingdom,Female,26.0,1992.0,None of these (NEVER married or in legally registered civil partnership),UKD,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,,Never,2.0,Suburbs or outskirts of big city,No,"I am a female. I am 26 years old and I was born in 1992. I am never married or in a civil partnership. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 20. In the last week I have mainly been paid work. My occupation is Lawyers. I have never been a member of a trade union. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am not at all interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.3061214685440063,2.4683315753936768,3.223940849304199,1521,12333,B
